event,post_id,title,news_time,link
8月2日金融头条：多家基金重仓股涨跌互现，医疗、科技、房地产等行业表现抢眼。,25648287,8月2日永鼎股份涨5.31%，富国融悦12个月持有期混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648287
,25648061,8月2日华大九天涨5.77%，长城久嘉创新成长混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648061
,25648068,8月2日迈为股份涨6.07%，国富潜力组合混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648068
,25648075,8月2日赛微电子跌8.91%，国都聚成混合基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648075
,25648076,8月2日中科电气涨10.31%，长城创业板指数增强A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648076
,25648080,8月2日诺普信创60日新低，国泰君安中证1000指数增强A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648080
,25648096,8月2日巨星科技涨5.85%，交银经济新动力混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648096
,25648110,8月2日西部材料跌5.41%，大成睿景灵活配置混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648110
,25648120,8月2日艾为电子涨5.16%，汇丰晋信动态策略混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648120
,25648125,8月2日东威科技涨11.78%，汇丰晋信低碳先锋股票A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648125
,25648129,8月2日四方光电涨5.19%，天弘创新成长混合发起式A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648129
,25648149,8月2日茂莱光学涨10.10%，诺安优化配置混合基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648149
,25648152,8月2日美芯晟涨7.17%，长城创新驱动混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648152
,25648172,8月2日智翔金泰-U跌7.44%，汇添富中证上海国企ETF基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648172
,25648181,8月2日禾川科技涨6.41%，永赢先进制造智选混合发起A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648181
,25648187,8月2日财富趋势涨7.20%，南方金融主题灵活配置混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648187
,25648197,8月2日泽璟制药-U跌5.14%，金鹰医疗健康产业A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648197
,25648201,8月2日柏楚电子涨5.08%，易方达新收益混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648201
,25648203,8月2日唯捷创芯涨5.27%，诺安和鑫灵活配置混合基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648203
,25648207,8月2日方邦股份涨9.06%，长城久恒灵活配置混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648207
,25648215,8月2日联德股份涨5.37%，诺安先锋混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648215
,25648225,8月2日新华网涨8.60%，天治核心成长混合(LOF)基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648225
,25648232,8月2日康辰药业跌8.08%，华宝医药生物混合基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648232
,25648237,8月2日司太立跌6.51%，银河医药混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648237
,25648243,8月2日杰克股份连续4日创60日新高，天弘永利债券A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648243
,25648249,8月2日维力医疗跌5.23%，富国医疗保健行业混合A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648249
,25648252,8月2日赛腾股份涨7.02%，兴全社会价值三年持有混合基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648252
,25648266,8月2日大智慧涨10.01%，博道成长智航股票A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648266
,25648270,8月2日重庆钢铁跌8.38%，国泰中证钢铁ETF基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648270
,25648282,8月2日城投控股涨6.25%，华夏中证全指房地产ETF联接A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648282
,25648278,8月2日豫光金铅涨5.36%，国金量化多因子股票A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648278
8月2日热股涨停：金融科技、国产软件、房地产、超导概念、国企改革等领域概念股表现强势。,25648341,8月2日大智慧涨停分析：金融科技，国产软件概念热股,1690960000000.0,https://news.moomoo.com/post/25648341
,25648266,8月2日大智慧涨10.01%，博道成长智航股票A基金重仓该股,1690960000000.0,https://news.moomoo.com/post/25648266
,25648302,8月2日云南城投涨停分析：房地产，移动支付，养老产业概念热股,1690960000000.0,https://news.moomoo.com/post/25648302
,25648308,8月2日中孚实业涨停分析：超导概念，有色 · 铝，有色金属概念热股,1690960000000.0,https://news.moomoo.com/post/25648308
,25648307,8月2日国缆检测涨停分析：超导概念，上海国企改革，国企改革概念热股,1690960000000.0,https://news.moomoo.com/post/25648307
,25648310,8月2日百利电气涨停分析：超导概念，天津国企改革，军民融合概念热股,1690960000000.0,https://news.moomoo.com/post/25648310
,25648309,8月2日柯利达涨停分析：智慧城市，装修装饰，装配式建筑概念热股,1690960000000.0,https://news.moomoo.com/post/25648309
,25648313,8月2日财达证券涨停分析：券商，大金融概念热股,1690960000000.0,https://news.moomoo.com/post/25648313
,25648314,8月2日力帆科技涨停分析：两轮车，共享经济，无人驾驶概念热股,1690960000000.0,https://news.moomoo.com/post/25648314
,25648317,8月2日仁东控股涨停分析：金融科技，移动支付，数字人民币概念热股,1690960000000.0,https://news.moomoo.com/post/25648317
,25648324,8月2日永辉超市涨停分析：社区团购，腾讯概念股，新零售概念热股,1690960000000.0,https://news.moomoo.com/post/25648324
,25648319,8月2日恒为科技涨停分析：国产操作系统，机器人，交换机概念热股,1690960000000.0,https://news.moomoo.com/post/25648319
,25648321,8月2日惠发食品涨停分析：社区团购，预制菜，食品概念热股,1690960000000.0,https://news.moomoo.com/post/25648321
,25648323,8月2日宝明科技涨停分析：PET复合铜箔，MiniLED，OLED概念热股,1690960000000.0,https://news.moomoo.com/post/25648323
,25648325,8月2日鸿博股份涨停分析：英伟达概念，彩票，AIGC概念概念热股,1690960000000.0,https://news.moomoo.com/post/25648325
,25648331,8月2日新时达涨停分析：机器视觉，机器人，工业自动化概念热股,1690960000000.0,https://news.moomoo.com/post/25648331
,25648335,8月2日赫美集团涨停分析：移动支付，跨境电商，珠宝饰品概念热股,1690960000000.0,https://news.moomoo.com/post/25648335
,25648337,8月2日南华仪器涨停分析：仪器仪表，传感器，大气治理概念热股,1690960000000.0,https://news.moomoo.com/post/25648337
,25648339,8月2日路畅科技涨停分析：自动刹车，激光雷达，胎压监测概念热股,1690960000000.0,https://news.moomoo.com/post/25648339
"1Q financial results show growth for Keio, Itochu, Tokyo Electric, Sanyu, Sanrio, Aozora Bank, Hyakugo, Japan Lifeline; others decline.",25644602,Keio Corp 1Q Net Y8.83B Vs Net Y1.73B,1690960000000.0,https://news.moomoo.com/post/25644602
,25648158,Itochu Techno Solutions 1Q Net Y6.37B Vs Net Y4.30B,1690960000000.0,https://news.moomoo.com/post/25648158
,25646512,Tokyo Electric Power 1Q Rev Y1.62T Vs Y1.53T,1690960000000.0,https://news.moomoo.com/post/25646512
,25646502,Tokyo Electric Power 1Q Net Y136.29B Vs Loss Y48.17B,1690960000000.0,https://news.moomoo.com/post/25646502
,25646498,Aozora Bank 1Q Net Y6.77B Vs Net Y8.37B,1690960000000.0,https://news.moomoo.com/post/25646498
,25646482,Sanyu Co Ltd 1Q Net Y178.00M Vs Net Y137.00M,1690960000000.0,https://news.moomoo.com/post/25646482
,25646476,Kawamoto Corp 1Q Net Y42.00M Vs Net Y76.00M,1690960000000.0,https://news.moomoo.com/post/25646476
,25646474,Sanrio Co 1Q Net Y4.92B Vs Net Y785.00M,1690960000000.0,https://news.moomoo.com/post/25646474
,25646453,Aozora Bank 1Q Rev Y66.80B Vs Y50.83B,1690960000000.0,https://news.moomoo.com/post/25646453
,25646451,Aozora Bank 1Q Rev Y66.80B Vs Y50.83B,1690960000000.0,https://news.moomoo.com/post/25646451
,25646449,Sanritsu Corp 1Q Net Y151.00M Vs Net Y185.00M,1690960000000.0,https://news.moomoo.com/post/25646449
,25646201,TV TOKYO Holdings 1Q Net Y1.88B Vs Net Y2.03B,1690960000000.0,https://news.moomoo.com/post/25646201
,25646200,Hyakugo Bank 1Q Net Y5.09B Vs Net Y3.84B,1690960000000.0,https://news.moomoo.com/post/25646200
,25645643,Daihen Corp 1Q Net Y688.00M Vs Net Y1.63B,1690960000000.0,https://news.moomoo.com/post/25645643
,25645308,Tochigi Bank 1Q Net Y563.00M Vs Net Y301.00M,1690960000000.0,https://news.moomoo.com/post/25645308
,25645303,Yamaha Corp 1Q Net Y6.72B Vs Net Y8.59B,1690960000000.0,https://news.moomoo.com/post/25645303
,25644514,Japan Lifeline 1Q Net Y2.33B Vs Net Y1.95B,1690960000000.0,https://news.moomoo.com/post/25644514
"BAE Systems reports strong 1H results, launches £1.5B share buyback, raises dividend and boosts 2023 cashflow forecast.",25643941,BAE Systems PLC 1H Rev GBP11B,1690960000000.0,https://news.moomoo.com/post/25643941
,25645120,BAE SYSTEMS Launches GBP1.5B Share Buyback Program,1690960000000.0,https://news.moomoo.com/post/25645120
,25645119,BAE SYSTEMS Launches GBP1.5B Share Buyback Program,1690960000000.0,https://news.moomoo.com/post/25645119
,25645060,BAE SYSTEMS Raises Dividend to 11.5p,1690960000000.0,https://news.moomoo.com/post/25645060
,25644842,BAE SYSTEMS 1H Adj EPS 29.6p,1690960000000.0,https://news.moomoo.com/post/25644842
,25644373,BAE SYSTEMS 2023 Free Cashflow Raised to GBP1.8B From GBP1.2B,1690960000000.0,https://news.moomoo.com/post/25644373
,25644452,BAE SYSTEMS 1H Underlying Ebit BGP1.3B,1690960000000.0,https://news.moomoo.com/post/25644452
,25644389,BAE SYSTEMS 1H Underlying EBIT Consensus GBP1.13B-GBP1.22B Range,1690960000000.0,https://news.moomoo.com/post/25644389
,25644375,BAE SYSTEMS 1H Revenue Consensus GBP11B-GBP11.39B,1690960000000.0,https://news.moomoo.com/post/25644375
,25644553,Earnings Flash (BA.L) BAE SYSTEMS Posts H1 EPS GBX31.40,1690960000000.0,https://news.moomoo.com/post/25644553
,25644334,BAE Systems PLC 1H EPS 31.4p,1690960000000.0,https://news.moomoo.com/post/25644334
,25644320,BAE Systems PLC 1H Adj EPS 29.3p,1690960000000.0,https://news.moomoo.com/post/25644320
,25644318,BAE Systems PLC 1H Oper Pft GBP1.23B,1690960000000.0,https://news.moomoo.com/post/25644318
,25644314,BAE Systems PLC 1H Pretax Pft GBP1.2B,1690960000000.0,https://news.moomoo.com/post/25644314
,25644307,BAE Systems PLC 1H Sales GBP12.02B,1690960000000.0,https://news.moomoo.com/post/25644307
,25644086,BAE Systems PLC 1H Net Pft GBP965M,1690960000000.0,https://news.moomoo.com/post/25644086
