post_id,title,news_time,link
25648775,交易商：印度7月份食用油进口量创历史新高,1.69096E+12,https://news.moomoo.com/post/25648775
25648821,Andavir (300719.SZ) plans to invest 505 million yuan to build an aviation equipment R&D and production base in Tianjin,1.69096E+12,https://news.moomoo.com/post/25648821
25648755,港股科网股尾盘持续下挫,1.69096E+12,https://news.moomoo.com/post/25648755
25648822,Minglida (301268.SZ): “Mingli Convertible Bonds” will open a subscription on August 3,1.69096E+12,https://news.moomoo.com/post/25648822
25648819,《业绩前瞻》券商料中电信(00728.HK)中期纯利按年增近一成 聚焦股息及云业务指引,1.69096E+12,https://news.moomoo.com/post/25648819
25648734,艾力斯：目前已有两项伏美替尼与其他药物联用治疗的临床研究处于Ib/II期临床阶段,1.69096E+12,https://news.moomoo.com/post/25648734
25648655,特斯拉推出暑期消费季促销活动,1.69096E+12,https://news.moomoo.com/post/25648655
25648650,分析师：美债需求将保持强劲 美国评级被降影响有限,1.69096E+12,https://news.moomoo.com/post/25648650
25648689,CGS-CIMB Remains a Buy on Raffles Medical Group (RAFLF),1.69096E+12,https://news.moomoo.com/post/25648689
25648617,中证金融科技主题指数强势收涨1.04%，金融科技ETF(159851)收涨1.13%,1.69096E+12,https://news.moomoo.com/post/25648617
25648534,惠州市：提高高层次人才贷款最高额度 最高贷款额度为100万元,1.69096E+12,https://news.moomoo.com/post/25648534
25648552,格隆汇8月2日丨Atlantic Equities：将高盛评级从减持上调至中性。,1.69096E+12,https://news.moomoo.com/post/25648552
25648502,今日全国碳市场收盘价64.97元/吨，较前一日下跌0.03%,1.69096E+12,https://news.moomoo.com/post/25648502
25648629,兴民智通：持股5%以上股东通过大宗交易减持公司股份超过1%,1.69096E+12,https://news.moomoo.com/post/25648629
25648506,"Enact Holdings' Q2 Adjusted Earnings Fall, Revenue Rises",1.69096E+12,https://news.moomoo.com/post/25648506
25648489,港股异动丨粤丰环保逆势大涨逾8% 续约28.18亿港元合同,1.69096E+12,https://news.moomoo.com/post/25648489
25648576,Huaxia Bank (600015.SH) completes issuance of 15 billion yuan of financial bonds,1.69096E+12,https://news.moomoo.com/post/25648576
25648823,Butchang Pharmaceutical (603858.SH) 2022 equity distribution: 0.96 yuan per share equity registration on August 9,1.69096E+12,https://news.moomoo.com/post/25648823
25648824,"Zhao Dongmei, a specific shareholder of Hitec (301022.SZ) breaches promises to reduce her holdings by 622,500 shares",1.69096E+12,https://news.moomoo.com/post/25648824
25648556,Haleon's Upgraded Guidance Can Mitigate Foreign Exchange-Related Headwinds -- Market Talk,1.69096E+12,https://news.moomoo.com/post/25648556
25648469,伊藤忠商事（ITOCHU）提议以每股4325日元的价格收购伊藤忠技术（ITOCHU TECHNO）。,1.69096E+12,https://news.moomoo.com/post/25648469
25648850,大禹节水联合碧水源共设新公司，注册资本2.72亿,1.69096E+12,https://news.moomoo.com/post/25648850
25648505,"Kerjaya Prospek Bags MYR24.7 Million Construction Deal in Selangor, Malaysia",1.69096E+12,https://news.moomoo.com/post/25648505
25648431,Ford And Jeep To Face Fresh Challenge As Toyota Plans Land Cruiser's US Return: WSJ,1.69096E+12,https://news.moomoo.com/post/25648431
25648368,印度一高速路施工现场 起重机坍塌 致至少20人死亡,1.69096E+12,https://news.moomoo.com/post/25648368
25648423,LIBERTY RESOURCES ACQUISITION CORP UNVEILS INVESTOR RELATIONS WEBSITE,1.69096E+12,https://news.moomoo.com/post/25648423
25648363,安达维尔：拟设立全资子公司,1.69096E+12,https://news.moomoo.com/post/25648363
25648343,上海国际能源交易中心将于8月6日和8月12日开展两次SCFIS欧线（上海出口集装箱结算运价指数欧洲航线）期货的全市场生产系统演练。,1.69096E+12,https://news.moomoo.com/post/25648343
25648829,Guotai Junan: Research and development progress of superconducting materials exceeds expectations and is optimistic about the high-temperature superconductor industry chain with accelerated commercialization,1.69096E+12,https://news.moomoo.com/post/25648829
25648439,"Shoals Technologies Group Q2 Adjusted Earnings, Revenue Gain; Maintains 2023 Guidance",1.69096E+12,https://news.moomoo.com/post/25648439
25648578,Aier Ophthalmology (300015.SZ) bought back a total of 17.7645 million shares of the company at a cost of 340 million yuan,1.69096E+12,https://news.moomoo.com/post/25648578
25648269,以色列智能机器人中心联合主席Yosi Lahad：人工智能给机器人插上翅膀，现在担心人工智能取代人类过虑了,1.69096E+12,https://news.moomoo.com/post/25648269
25648453,Smurfit Kappa Shows Signs of Improvement Ahead of Likely Market Recovery -- Market Talk,1.69096E+12,https://news.moomoo.com/post/25648453
25648240,珀莱雅：预计上半年净利润同比增长65%左右,1.69096E+12,https://news.moomoo.com/post/25648240
25648210,阿石创：目前公司复合铜箔项目尚处于设备调试阶段,1.69096E+12,https://news.moomoo.com/post/25648210
25648300,"Longyao Investment, a shareholder of Tengjing Technology (688195.SH), reduced its holdings by a total of 2,459 million shares at the end of the holdings reduction period",1.69096E+12,https://news.moomoo.com/post/25648300
25648205,马斯克称“X”有望成为美国人日常用语一部分,1.69096E+12,https://news.moomoo.com/post/25648205
25648436,Gansu Engineering Consulting Bags Bid for 764 Million Yuan Irrigation System Project,1.69096E+12,https://news.moomoo.com/post/25648436
25648581,新湖中宝(600208.SH)：“21新湖01”付息日为8月9日,1.69096E+12,https://news.moomoo.com/post/25648581
25648199,交易商：印度7月份食用油进口量增长34%，达到创纪录的176万吨。,1.69096E+12,https://news.moomoo.com/post/25648199
25648193,同兴达：目前昆山同兴达封测项目已处于小规模量产期,1.69096E+12,https://news.moomoo.com/post/25648193
25648834,Huaxi Securities: Panel prices continue to rise and are currently at a key decision point,1.69096E+12,https://news.moomoo.com/post/25648834
25648430,Fear & Greed Index Moves To 'Greed' Zone After S&P 500 Settles Lower,1.69096E+12,https://news.moomoo.com/post/25648430
25648142,美银证券：上调药明康德目标价至87.4港元，评级买入。,1.69096E+12,https://news.moomoo.com/post/25648142
25648601,群隆与伊之密签订全电动注塑机战略合作协议,1.69096E+12,https://news.moomoo.com/post/25648601
25648590,力星股份：公司主要专注于滚动体制造业，我们将着力于新能源汽车带来的滚动体应用开发,1.69096E+12,https://news.moomoo.com/post/25648590
25648569,*中金降信義能源(03868.HK)評級至「中性」 目標價下調至2.09元,1.69096E+12,https://news.moomoo.com/post/25648569
25648592,深天马Ａ：公司产品的相关原材料供货一直保持良好状态,1.69096E+12,https://news.moomoo.com/post/25648592
25648327,洛阳钼业连续三年入选河南省制造业头雁企业,1.69096E+12,https://news.moomoo.com/post/25648327
25648303,Sinopharm Hyundai (600420.SH): Termination of cooperation related to the amlodipine atorvastatin calcium tablet project,1.69096E+12,https://news.moomoo.com/post/25648303
25648052,哈铁科技：与华为公司有业务合作,1.69096E+12,https://news.moomoo.com/post/25648052
25648370,Meta Platforms (META) Was Upgraded to a Buy Rating at Phillip Securities,1.69096E+12,https://news.moomoo.com/post/25648370
25648692,Phillip Securities Remains a Buy on Raffles Medical Group (RAFLF),1.69096E+12,https://news.moomoo.com/post/25648692
25648158,Itochu Techno Solutions 1Q Net Y6.37B Vs Net Y4.30B,1.69096E+12,https://news.moomoo.com/post/25648158
25648198,"Columbia Sportswear Q2 Earnings, Revenue Gain; Slashes 2023 Guidance",1.69096E+12,https://news.moomoo.com/post/25648198
25647978,长阳科技：将继续深化Mini LED反射膜业务,1.69096E+12,https://news.moomoo.com/post/25647978
25648028,Taylor Wimpey's Results Show Clear Challenges But Some Positives in Outlook -- Market Talk,1.69096E+12,https://news.moomoo.com/post/25648028
25647962,慧智微：射频前端模组已在三星、OPPO、vivo、荣耀等智能手机机型中实现大规模量产,1.69096E+12,https://news.moomoo.com/post/25647962
25647971,重庆推出19条举措强化稳就业、扩岗位,1.69096E+12,https://news.moomoo.com/post/25647971
25647955,美银证券：上调药明康德目标价至87.4港元 评级买入,1.69096E+12,https://news.moomoo.com/post/25647955
25648020,Satrix Indi ETF Offers Additional Securities,1.69096E+12,https://news.moomoo.com/post/25648020
25648005,"Axis Capital Holdings Q2 Operating Income, Revenue Rise",1.69096E+12,https://news.moomoo.com/post/25648005
25648002,"Axis Capital Holdings Q2 Operating Income, Revenue Rise",1.69096E+12,https://news.moomoo.com/post/25648002
25648311,香港快运：疫情后休闲及短途出行恢复较快,1.69096E+12,https://news.moomoo.com/post/25648311
25648017,Jervois Global Starts Drilling at Sunshine Deposit,1.69096E+12,https://news.moomoo.com/post/25648017
25648021,Lodestar Minerals Hits Copper at Earaheedy Project,1.69096E+12,https://news.moomoo.com/post/25648021
25648012,Satrix S&P 500 ETF Issues Additional Securities,1.69096E+12,https://news.moomoo.com/post/25648012
25648031,"Luo Le, the supervisor of Shunbo Alloy (002996.SZ), has reduced his holdings by 3,500 shares",1.69096E+12,https://news.moomoo.com/post/25648031
25648304,[Brokerage Focus] Everbright Securities maintains Yihai International's (01579) “buy” rating and expects 23H1 profit growth rate to exceed 20%,1.69096E+12,https://news.moomoo.com/post/25648304
25648165,２日中国・上海総合指数＝終値３２６１．６９０３（－２９．２５９０）,1.69096E+12,https://news.moomoo.com/post/25648165
25647916,格隆汇8月2日丨金迪克：上半年营业收入较上年同期增长675.48%，主要系2023年一季度国内多地流感疫情高发，促进了流感疫苗的销售。,1.69096E+12,https://news.moomoo.com/post/25647916
25648004,Swiss Manufacturing PMI Plummets in July,1.69096E+12,https://news.moomoo.com/post/25648004
25648602,IPO动态：泛源科技拟在深交所创业板上市募资5.78亿元,1.69096E+12,https://news.moomoo.com/post/25648602
25648034,*高盛下調信義能源(03868.HK)目標價至3.9元 續列確信買入名單,1.69096E+12,https://news.moomoo.com/post/25648034
25648594,科远智慧：1、有合作；2、可适用；3、截止7月31日，公司股东人数33091人；,1.69096E+12,https://news.moomoo.com/post/25648594
25648003,Swiss Manufacturing PMI Plummets in July,1.69096E+12,https://news.moomoo.com/post/25648003
25648011,Satrix Divi Plus ETF Issues 13 Million Securities,1.69096E+12,https://news.moomoo.com/post/25648011
25648007,Salcon Unit Bags Nearly $21 Million Deal From Jurutera MTC,1.69096E+12,https://news.moomoo.com/post/25648007
25647856,金迪克：2023年上半年净利润同比扭亏为盈,1.69096E+12,https://news.moomoo.com/post/25647856
25647885,BAE Systems' 1H Results Seen as Stellar -- Market Talk,1.69096E+12,https://news.moomoo.com/post/25647885
25648015,"Sygnia Itrix Euro Stoxx 50 ETF Issues 238,204 Securities",1.69096E+12,https://news.moomoo.com/post/25648015
25648010,"Sygnia Itrix Euro Stoxx 50 ETF Issues 238,204 Securities",1.69096E+12,https://news.moomoo.com/post/25648010
25648009,Earnings Flash (TOLWF) TRICAN WELL SERVICE Posts Q2 Revenue $168.2M,1.69096E+12,https://news.moomoo.com/post/25648009
25648008,Earnings Flash (TOLWF) TRICAN WELL SERVICE Posts Q2 Revenue $168.2M,1.69096E+12,https://news.moomoo.com/post/25648008
25647849,阿塞拜疆国家石油基金上月出售了2.727亿美元。,1.69096E+12,https://news.moomoo.com/post/25647849
25647858,公司问答丨迪瑞医疗：国际市场占公司业务比重正在逐年上升,1.69096E+12,https://news.moomoo.com/post/25647858
